date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:10:59	18647/18647	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Aug%202022%2016:10:59%20GMT	https://asharamisynergy.com/assets/fonts/lg.eot?	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/lg.52d41d.delayed	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:00	3956/3956	---M--	200	added ('OK')	application	etag:%22f74-5897a99542fc0%22	https://asharamisynergy.com/assets/fonts/lg.woff?n1z373	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/lgd641.woff	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:01	3880/3880	---M--	200	added ('OK')	application	etag:%22f28-5897a99542fc0%22	https://asharamisynergy.com/assets/fonts/lg.ttf?n1z373	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/lgd641.ttf	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:03	18647/18647	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Aug%202022%2016:11:02%20GMT	https://asharamisynergy.com/assets/fonts/lg.svg?n1z373	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/lg.55d641.delayed	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:04	18647/18647	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Aug%202022%2016:11:03%20GMT	https://asharamisynergy.com/assets/img/vimeo-play.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/vimeo-play.56.delayed	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:07	18647/18647	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Aug%202022%2016:11:06%20GMT	https://asharamisynergy.com/assets/img/video-play.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/video-play.57.delayed	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:08	18647/18647	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Aug%202022%2016:11:07%20GMT	https://asharamisynergy.com/assets/img/youtube-play.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/youtube-play.58.delayed	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:09	72122/72122	---M--	200	added ('OK')	image	etag:%22119ba-587d6a3b73fc0%22	https://asharamisynergy.com/assets/img/loading.gif	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/loading.gif	(from https://asharamisynergy.com/assets/css/lightgallery.css)
17:11:10	18236/18236	---M--	200	added ('OK')	font/woff2	etag:%22473c-5897a9935ab40%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-BookOblique.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-BookOblique.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:11	23772/23772	---M--	200	added ('OK')	application	etag:%225cdc-5897a9935ab40%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-BookOblique.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-BookOblique.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:11	18512/18512	---M--	200	added ('OK')	font/woff2	etag:%224850-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-HeavyOblique.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-HeavyOblique.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:12	23972/23972	---M--	200	added ('OK')	application	etag:%225da4-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-HeavyOblique.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-HeavyOblique.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:13	17072/17072	---M--	200	added ('OK')	font/woff2	etag:%2242b0-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Medium.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Medium.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:14	22408/22408	---M--	200	added ('OK')	application	etag:%225788-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Medium.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Medium.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:15	18016/18016	---M--	200	added ('OK')	font/woff2	etag:%224660-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-MediumOblique.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-MediumOblique.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:16	23604/23604	---M--	200	added ('OK')	application	etag:%225c34-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-MediumOblique.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-MediumOblique.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:16	17164/17164	---M--	200	added ('OK')	font/woff2	etag:%22430c-5897a99266900%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Book.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Book.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:17	22496/22496	---M--	200	added ('OK')	application	etag:%2257e0-5897a99266900%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Book.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Book.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:18	17440/17440	---M--	200	added ('OK')	font/woff2	etag:%224420-5897a9944ed80%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Heavy.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Heavy.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:19	22768/22768	---M--	200	added ('OK')	application	etag:%2258f0-5897a9935ab40%22	https://asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Heavy.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/hinted-subset-AvenirLTStd-Heavy.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:19	1319/1319	---M--	200	added ('OK')	image/svg+xml	etag:%22527-587d6a2955500%22	https://asharamisynergy.com/assets/img/banner-wrapper-update.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/banner-wrapper-update.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:20	1320/1320	---M--	200	added ('OK')	image/svg+xml	etag:%22528-587d6a2955500%22	https://asharamisynergy.com/assets/img/banner-wrapper-white.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/banner-wrapper-white.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:21	322/322	---M--	200	added ('OK')	image/svg+xml	etag:%22142-587d6a2955500%22	https://asharamisynergy.com/assets/img/bottom.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/bottom.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:22	1002/1002	---M--	200	added ('OK')	image/svg+xml	etag:%223ea-587d6a2d25e00%22	https://asharamisynergy.com/assets/img/footer_bg.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/footer_bg.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:23	14020/14020	---M--	200	added ('OK')	application	etag:%2236c4-590ffc2370840%22	https://asharamisynergy.com/assets/fonts/iconfonts.eot	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/iconfonts.eot	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:24	14020/14020	---M--	200	added ('OK')	application	etag:%2236c4-590ffc2370840%22	https://asharamisynergy.com/assets/fonts/iconfonts.eot?	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/iconfontsd41d.eot	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:24	7896/7896	---M--	200	added ('OK')	font/woff2	etag:%221ed8-590ffc2370840%22	https://asharamisynergy.com/assets/fonts/iconfonts.woff2	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/iconfonts.woff2	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:25	9232/9232	---M--	200	added ('OK')	application	etag:%222410-590ffc2370840%22	https://asharamisynergy.com/assets/fonts/iconfonts.woff	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/iconfonts.woff	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:26	13848/13848	---M--	200	added ('OK')	application	etag:%223618-590ffc2370840%22	https://asharamisynergy.com/assets/fonts/iconfonts.ttf	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/iconfonts.ttf	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:27	148813/148813	---M--	200	added ('OK')	image/svg+xml	etag:%222454d-590ffc2370840%22	https://asharamisynergy.com/assets/fonts/iconfonts.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/fonts/iconfonts.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:28	2620/2620	---M--	200	added ('OK')	image/svg+xml	etag:%22a3c-587d6a44fd640%22	https://asharamisynergy.com/assets/img/speech-background.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/speech-background.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:28	421/421	---M--	200	added ('OK')	image/svg+xml	etag:%221a5-587d6a2a49740%22	https://asharamisynergy.com/assets/img/clip-path.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/clip-path.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:29	1009/1009	---M--	200	added ('OK')	image/svg+xml	etag:%223f1-587d6a2955500%22	https://asharamisynergy.com/assets/img/background.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/img/background.svg	(from https://asharamisynergy.com/assets/css/app.css?15)
17:11:30	202929/202929	---M--	200	added ('OK')	image/jpeg	etag:%22318b1-5e65f271e9fe5%22	https://asharamisynergy.com/imager/images/banners/4259/Asharami-about_200812_114250_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/4259/Asharami-about_200812_114250_fa9134.jpg	(from https://asharamisynergy.com/about)
17:11:31	33525/33525	---M--	200	added ('OK')	image/jpeg	etag:%2282f5-5e65f272287e5%22	https://asharamisynergy.com/imager/images/482/asharami-synergy-1996_7074da.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/482/asharami-synergy-1996_7074da.jpg	(from https://asharamisynergy.com/about)
17:11:32	110051/110051	---M--	200	added ('OK')	image/jpeg	etag:%221ade3-5e65f27243d65%22	https://asharamisynergy.com/imager/images/483/asharami-2003_7074da.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/483/asharami-2003_7074da.jpg	(from https://asharamisynergy.com/about)
17:11:33	167925/167925	---M--	200	added ('OK')	image/jpeg	etag:%2228ff5-5e65f272650a5%22	https://asharamisynergy.com/imager/images/milestones/486/asharami-2006_7074da.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/milestones/486/asharami-2006_7074da.jpg	(from https://asharamisynergy.com/about)
17:11:34	128156/128156	---M--	200	added ('OK')	image/jpeg	etag:%221f49c-5e65f27285445%22	https://asharamisynergy.com/imager/images/milestones/485/asharami-2009_7074da.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/milestones/485/asharami-2009_7074da.jpg	(from https://asharamisynergy.com/about)
17:11:35	117031/117031	---M--	200	added ('OK')	image/jpeg	etag:%221c927-5e65f272a2905%22	https://asharamisynergy.com/imager/images/milestones/484/asharami-2017_7074da.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/milestones/484/asharami-2017_7074da.jpg	(from https://asharamisynergy.com/about)
17:11:36	338796/338796	---M--	200	added ('OK')	image/jpeg	etag:%2252b6c-5e65f2730a145%22	https://asharamisynergy.com/imager/images/4134/culture-bg-update2_31869a.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/4134/culture-bg-update2_31869a.jpg	(from https://asharamisynergy.com/about)
17:11:36	101669/101669	---M--	200	added ('OK')	image/jpeg	etag:%2218d25-5e65f357fb741%22	https://asharamisynergy.com/imager/images/banners/1753/asharami-our-operations_637e7a.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/1753/asharami-our-operations_637e7a.jpg	(from https://asharamisynergy.com/business-solutions)
17:11:37	104960/104960	---M--	200	added ('OK')	image/jpeg	etag:%2219a00-5e65f35818c01%22	https://asharamisynergy.com/imager/images/banners/1950/asharami-asha-lubes_637e7a.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/1950/asharami-asha-lubes_637e7a.jpg	(from https://asharamisynergy.com/business-solutions)
17:11:38	97644/97644	---M--	200	added ('OK')	image/jpeg	etag:%2217d6c-5e65f35834181%22	https://asharamisynergy.com/imager/images/banners/3292/d2d-header_637e7a.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/3292/d2d-header_637e7a.jpg	(from https://asharamisynergy.com/business-solutions)
17:11:39	88424/88424	---M--	200	added ('OK')	image/jpeg	etag:%2215968-5e65f3584e761%22	https://asharamisynergy.com/imager/images/banners/2465/asha-lpg_637e7a.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/2465/asha-lpg_637e7a.jpg	(from https://asharamisynergy.com/business-solutions)
17:11:39	179208/179208	---M--	200	added ('OK')	image/jpeg	etag:%222bc08-5e65f322f53c2%22	https://asharamisynergy.com/imager/images/banners/1753/asharami-our-operations_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/1753/asharami-our-operations_fa9134.jpg	(from https://asharamisynergy.com/business-solutions/operations)
17:11:41	18647/18647	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2029%20Aug%202022%2016:11:40%20GMT	https://asharamisynergy.com/business-solutions/GET	C:/My%20Web%20Sites/hermes/asharamisynergy.com/business-solutions/GET.7f.delayed	(from https://asharamisynergy.com/business-solutions/operations)
17:11:42	188904/188904	---M--	200	added ('OK')	image/jpeg	etag:%222e1e8-5e65f27df2125%22	https://asharamisynergy.com/imager/images/banners/1950/asharami-asha-lubes_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/1950/asharami-asha-lubes_fa9134.jpg	(from https://asharamisynergy.com/business-solutions/asha-lubes)
17:11:43	173395/173395	---M--	200	added ('OK')	image/jpeg	etag:%222a553-5e65f2a107844%22	https://asharamisynergy.com/imager/images/banners/2465/asha-lpg_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/2465/asha-lpg_fa9134.jpg	(from https://asharamisynergy.com/business-solutions/lpg)
17:11:44	244291/244291	---M--	200	added ('OK')	image/png	etag:%223ba43-5e65f2a11c064%22	https://asharamisynergy.com/imager/images/2475/asha-gas-2_637e7a.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/2475/asha-gas-2_637e7a.png	(from https://asharamisynergy.com/business-solutions/lpg)
17:11:44	39594/39594	---M--	200	added ('OK')	image/jpeg	etag:%229aaa-5e65f45dc601d%22	https://asharamisynergy.com/imager/images/2154/d2d-1_637e7a.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/2154/d2d-1_637e7a.jpg	(from https://asharamisynergy.com/business-solutions/door-to-door)
17:11:45	58220/58220	---M--	200	added ('OK')	image/svg+xml	etag:%22e36c-59255bed419c0%22	https://asharamisynergy.com/assets/images/d2d-how-it-works.svg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/images/d2d-how-it-works.svg	(from https://asharamisynergy.com/business-solutions/door-to-door)
17:11:46	15480/15480	---M--	200	added ('OK')	application/javascript	etag:%223c78-5b18b10096a15%22	https://asharamisynergy.com/sah_bi/ashPage.js	C:/My%20Web%20Sites/hermes/asharamisynergy.com/sah_bi/ashPage.js	(from https://asharamisynergy.com/business-solutions/door-to-door)
17:11:47	269357/269357	---M--	200	added ('OK')	image/jpeg	etag:%2241c2d-5e65f2ef0e203%22	https://asharamisynergy.com/imager/images/banners/1001/asharami-sustainability_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/1001/asharami-sustainability_fa9134.jpg	(from https://asharamisynergy.com/sustainability)
17:11:48	24828/24828	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:11:47%20GMT	https://asharamisynergy.com/resources/redefining-business-building-a-new-system-network	C:/My%20Web%20Sites/hermes/asharamisynergy.com/resources/redefining-business-building-a-new-system-network.html	(from https://asharamisynergy.com/sustainability)
17:11:48	69316/69316	---M--	200	added ('OK')	image/jpeg	etag:%2210ec4-5e65f2f3ccf83%22	https://asharamisynergy.com/imager/images/featured-images/935/asharamis-2017-sustainability-report_2db6fe.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/featured-images/935/asharamis-2017-sustainability-report_2db6fe.jpg	(from https://asharamisynergy.com/sustainability)
17:11:49	126128/126128	---M--	200	added ('OK')	image/jpeg	etag:%221ecb0-5e66029b6fa61%22	https://asharamisynergy.com/imager/images/banners/841/asharami-investor-relations_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/841/asharami-investor-relations_fa9134.jpg	(from https://asharamisynergy.com/investors)
17:11:50	24816/24816	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:11:50%20GMT	https://asharamisynergy.com/resources/2019-first-quarter-filing-of-unaudited-results	C:/My%20Web%20Sites/hermes/asharamisynergy.com/resources/2019-first-quarter-filing-of-unaudited-results.html	(from https://asharamisynergy.com/investors)
17:11:50	23044/23044	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:11:50%20GMT	https://asharamisynergy.com/resources/	C:/My%20Web%20Sites/hermes/asharamisynergy.com/resources/index.html	(from https://asharamisynergy.com/investors)
17:11:51	27480/27480	---M--	200	added ('OK')	image/jpeg	etag:%226b58-5e66029b92ce1%22	https://asharamisynergy.com/imager/images/featured-images/940/asharami-statement-of-annual-report_2db6fe.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/featured-images/940/asharami-statement-of-annual-report_2db6fe.jpg	(from https://asharamisynergy.com/investors)
17:11:53	942648/942648	---M--	200	added ('OK')	application/pdf	etag:%22e6238-59255bee35c00%22	https://asharamisynergy.com/assets/resources/asharami-synergy-plc-2019-first-quarter-filing-of-unaudited-results.pdf	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/resources/asharami-synergy-plc-2019-first-quarter-filing-of-unaudited-results.pdf	(from https://asharamisynergy.com/investors)
17:11:54	184483/184483	---M--	200	added ('OK')	image/jpeg	etag:%222d0a3-5e65f669469b5%22	https://asharamisynergy.com/imager/images/banners/1535/asharami-news_fa9134.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/1535/asharami-news_fa9134.jpg	(from https://asharamisynergy.com/media)
17:11:56	10975449/10975449	---M--	200	added ('OK')	application/pdf	etag:%22a778d9-59255bee35c00%22	https://asharamisynergy.com/assets/resources/asharamis-2017-sustainability-report.pdf	C:/My%20Web%20Sites/hermes/asharamisynergy.com/assets/resources/asharamis-2017-sustainability-report.pdf	(from https://asharamisynergy.com/investors)
17:11:57	891320/891320	---M--	200	added ('OK')	image/png	etag:%22d99b8-5e5f87cfafa62%22	https://asharamisynergy.com/imager/images/5349/Synergy-web-ISO_4cd6ed.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/5349/Synergy-web-ISO_4cd6ed.png	(from https://asharamisynergy.com/media)
17:11:57	630136/630136	---M--	200	added ('OK')	image/png	etag:%2299d78-5e5f83e7d6b73%22	https://asharamisynergy.com/imager/images/5213/web-press-2_ddd8aa.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/5213/web-press-2_ddd8aa.png	(from https://asharamisynergy.com/media)
17:11:58	106196/106196	---M--	200	added ('OK')	image/jpeg	etag:%2219ed4-5e65f66967cf5%22	https://asharamisynergy.com/imager/photos/4391/d2d_ddd8aa.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/4391/d2d_ddd8aa.jpg	(from https://asharamisynergy.com/media)
17:11:58	68927/68927	---M--	200	added ('OK')	image/jpeg	etag:%2210d3f-5ccccf5244008%22	https://asharamisynergy.com/imager/photos/4421/d2dstory_ddd8aa.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/4421/d2dstory_ddd8aa.jpg	(from https://asharamisynergy.com/media)
17:11:59	32649/32649	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:11:59%20GMT	https://asharamisynergy.com/media/news/asharami-synergy-enters-lubricants-market-with-high-performing-engine-oil	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/news/asharami-synergy-enters-lubricants-market-with-high-performing-engine-oil.html	(from https://asharamisynergy.com/media)
17:12:00	85543/85543	---M--	200	added ('OK')	image/jpeg	etag:%2214e27-5cb012031f28a%22	https://asharamisynergy.com/imager/photos/3573/IMG_9825-min_ddd8aa.JPG	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/3573/IMG_9825-min_ddd8aa.jpg	(from https://asharamisynergy.com/media)
17:12:01	30016/30016	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:00%20GMT	https://asharamisynergy.com/media/photos/events	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/photos/events.html	(from https://asharamisynergy.com/media)
17:12:02	55961/55961	---M--	200	added ('OK')	image/jpeg	etag:%22da99-5e65e9e8e3496%22	https://asharamisynergy.com/imager/images/banners/209/asharami-events_e2768e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/209/asharami-events_e2768e.jpg	(from https://asharamisynergy.com/media)
17:12:03	23637/23637	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:02%20GMT	https://asharamisynergy.com/media/photos/foundation	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/photos/foundation.html	(from https://asharamisynergy.com/media)
17:12:04	75094/75094	---M--	200	added ('OK')	image/jpeg	etag:%2212556-5e65e9e8f2e96%22	https://asharamisynergy.com/imager/images/banners/211/asharami-foundation_e2768e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/211/asharami-foundation_e2768e.jpg	(from https://asharamisynergy.com/media)
17:12:05	26183/26183	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:04%20GMT	https://asharamisynergy.com/media/photos/operations	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/photos/operations.html	(from https://asharamisynergy.com/media)
17:12:05	48196/48196	---M--	200	added ('OK')	image/jpeg	etag:%22bc44-5e65e9e908656%22	https://asharamisynergy.com/imager/images/banners/213/asharami-operations_e2768e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/banners/213/asharami-operations_e2768e.jpg	(from https://asharamisynergy.com/media)
17:12:06	25663/25663	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:06%20GMT	https://asharamisynergy.com/media/photos/people	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/photos/people.html	(from https://asharamisynergy.com/media)
17:12:07	59087/59087	---M--	200	added ('OK')	image/jpeg	etag:%22e6cf-5e65e9e918056%22	https://asharamisynergy.com/imager/images/featured-images/215/asharami-people_e2768e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/featured-images/215/asharami-people_e2768e.jpg	(from https://asharamisynergy.com/media)
17:12:08	474997/474997	---M--	200	added ('OK')	image/png	etag:%2273f75-5e5f87d0990c2%22	https://asharamisynergy.com/imager/images/5349/Synergy-web-ISO_b2c24e.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/5349/Synergy-web-ISO_b2c24e.png	(from https://asharamisynergy.com/media/news)
17:12:09	634042/634042	---M--	200	added ('OK')	image/png	etag:%229acba-5df1f343d556b%22	https://asharamisynergy.com/imager/images/5213/web-press-2_b2c24e.png	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/images/5213/web-press-2_b2c24e.png	(from https://asharamisynergy.com/media/news)
17:12:10	83767/83767	---M--	200	added ('OK')	image/jpeg	etag:%2214737-5e65f306adfa3%22	https://asharamisynergy.com/imager/photos/4391/d2d_b2c24e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/4391/d2d_b2c24e.jpg	(from https://asharamisynergy.com/media/news)
17:12:11	54783/54783	---M--	200	added ('OK')	image/jpeg	etag:%22d5ff-5cb8f6cfa019f%22	https://asharamisynergy.com/imager/photos/4421/d2dstory_b2c24e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/4421/d2dstory_b2c24e.jpg	(from https://asharamisynergy.com/media/news)
17:12:11	57537/57537	---M--	200	added ('OK')	image/jpeg	etag:%22e0c1-5e65f3070ea83%22	https://asharamisynergy.com/imager/photos/3573/IMG_9825-min_b2c24e.JPG	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/3573/IMG_9825-min_b2c24e.jpg	(from https://asharamisynergy.com/media/news)
17:12:12	30841/30841	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:12%20GMT	https://asharamisynergy.com/media/news/asharami-synergy-launches-asha-engine-oil-to-meet-demand-for-quality-lubricants	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/news/asharami-synergy-launches-asha-engine-oil-to-meet-demand-for-quality-lubricants.html	(from https://asharamisynergy.com/media/news)
17:12:13	43051/43051	---M--	200	added ('OK')	image/jpeg	etag:%22a82b-5e65f30727123%22	https://asharamisynergy.com/imager/photos/3559/lubes_b2c24e.jpg	C:/My%20Web%20Sites/hermes/asharamisynergy.com/imager/photos/3559/lubes_b2c24e.jpg	(from https://asharamisynergy.com/media/news)
17:12:14	28949/28949	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:14%20GMT	https://asharamisynergy.com/media/news/asharami-synergy-drives-access-to-diesel-with-door-2-door-campaign	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/news/asharami-synergy-drives-access-to-diesel-with-door-2-door-campaign.html	(from https://asharamisynergy.com/media/news)
17:12:15	30705/30705	---MCZ	200	added ('OK')	text/html	date:Mon,%2029%20Aug%202022%2016:12:14%20GMT	https://asharamisynergy.com/media/news/asharami-synergy-bags-iso-certification-for-quality-management-systems	C:/My%20Web%20Sites/hermes/asharamisynergy.com/media/news/asharami-synergy-bags-iso-certification-for-quality-management-systems.html	(from https://asharamisynergy.com/media/news)
